ticker,name,sector,industry,market_cap,metric_used,cagr_5yr,years_positive,yoy_sequence,implied_growth,finviz_5yr,gap,debt_equity,business_summary,reasons_skipped
CHCI,"Comstock Holding Companies, Inc",Real Estate,Real Estate Services,148348432.0,Revenue,0.2282589944641753,5/5,"(+38,+26,+14,+15,+23)",0.03130097018562705,,0.19695802427854825,0.07106,"Comstock Holding Companies, Inc. operates as an asset manager, developer, and operator of mixed-use and transit-oriented properties in the United States. The company acquires, develops, operates, and sells residential, commercial, and mixed-use properties. It provides various asset and property management, development and construction management, leasing and marketing services, acquisition and disposition, asset recapitalization, designing services comprising planning and entitlements, investment consultation and execution, and various other property-specific services to its asset-owning clien",
LWAY,"Lifeway Foods, Inc.",Consumer Defensive,Packaged Foods,387090208.0,EPS,0.33485515308210534,2/5,"(+0,-71,+1150,-20,+48)",0.1474853217932952,,0.18736983128881013,0.08295,"Lifeway Foods, Inc. produces and markets probiotic-based products in North America. The company's primary product is drinkable kefir, a cultured dairy product in various organic and non-organic sizes, flavors, and milk types. It offers European-style soft cheeses, including farmer and white cheeses, and sweet kiss; cream and other products; drinkable yogurt; ProBugs, a line of kefir products designed for children; and Fresh Made butter and sour cream. The company sells its products under the Lifeway, Fresh Made, and GlenOaks Farms brand names, as well as under private labels on behalf of custo",
MMT,MFS Multimarket Income Trust,Financial Services,Asset Management,246059856.0,EPS,0.2299114476269737,1/2,"(-323,?,+167)",0.054503002878397044,,0.17540844474857664,0.3406,"MFS Multimarket Income Trust is a closed ended fixed income mutual fund launched and managed by MFS Investment Management, Inc. The fund invests in the fixed income markets across the globe with greater emphasis on United States. It seeks to invest in fixed income securities issued by U.S. Government, foreign government, mortgage backed, and other asset-backed securities of U.S. and foreign issuers, corporate bonds of U.S. and foreign issuers, and debt instruments of issuers located in emerging market countries with an average duration of 5.1 years. The fund employs fundamental analysis with b",
JLHL,Julong Holding Limited,Industrials,Building Products & Equipment,453102336.0,EPS,0.4876172995203987,2/3,"(+156,-19,+59)",0.3179433124593094,,0.16967398706108927,0.14703,"Julong Holding Limited provides intelligent integrated services and solutions to various infrastructure projects in China. The company offers intelligent integrated solutions, such as intelligent security systems, fire protection systems, parking systems, toll collection systems, broadcasting systems, identification systems, data room systems, emergency command systems, and city management systems. It engages in the design, procurement, installation, integration, and maintenance of the security, access control, and parking systems; installation, integration, and maintenance of the parking and ",
AXR,AMREP Corporation,Real Estate,Real Estate - Development,135813104.0,Revenue,0.21480843683720452,3/5,"(+113,+47,-17,+6,-3)",0.05165631082209199,,0.16315212601511253,0.015,"AMREP Corporation, through its subsidiaries, engages in the real estate business in the United States. It operates through two segments, Land Development and Homebuilding. The company offers land development services, including land and site planning, obtaining of governmental and environmental approvals, installing of utilities and storm drains, ensuring availability of water services, building or improving of roads for land development services, and constructing community amenities; and landscaping services to homebuilders, as well as acquiring lands, and selling of developed and undeveloped",
GENC,"Gencor Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,206820176.0,EPS,0.2300422703685352,2/4,"(+3,-108,?,-1,+8)",0.0765779222314007,,0.1534643481371345,0.071,"Gencor Industries, Inc., together with its subsidiaries, engages in the design, manufacture, and sale of heavy machinery used in the production of highway construction materials and environmental control equipment. The company offers hot-mix asphalt plants, hot-mix storage silos, fabric filtration systems, cold feed bins, and other plant components, as well as counter flow drum mix technology and batch plants. It also provides combustion systems for rotary dryers, kilns, fume and liquid incinerators, and fuel heaters; Hy-Way Heat and beverley lines of thermal fluid heat transfer systems, and s",
ABEO,Abeona Therapeutics Inc.,Healthcare,Biotechnology,312333376.0,Revenue,0.14187422839245034,3/5,"(+234,-70,-53,+148,+66)",-0.00793252340009265,,0.149806751792543,0.15988,"Abeona Therapeutics Inc., a commercial-stage biopharmaceutical company, develops gene and cell therapies for life-threatening diseases in the United States. It develops ZEVASKYN, an autologous, cell-based gene therapy for the treatment of patients with recessive dystrophic epidermolysis bullosa. The company also develops ABO-503 to treat X-linked retinoschisis; ABO-504 for the treatment of stargardt disease; and ABO-505 to treat autosomal dominant optic atrophy. In addition, it is developing AAV-based gene therapy through its AIM vector platform programs. The company was formerly known as Plas",
INTT,inTest Corporation,Technology,Semiconductor Equipment & Materials,233200032.0,Revenue,0.6606010888209413,1/1,(+66),0.5133490165506793,,0.14725207227026194,0.16771,"inTEST Corporation provides test and process technology solutions for use in Semi, Auto/Electric Vehicle, Defense/Aerospace, Industrial, Life Sciences, Safety/Security, and other markets in the United States and internationally. The company operates through three segments: Electronic Test, Environmental Technologies, and Process Technologies. The Electronic Test segment offers Cobal, and LS series manipulators that hold various test heads and enable an operator to reposition a test head for use with several probers on a test floor; and docking hardware products, which protect the interface con",
BOOM,DMC Global Inc.,Industrials,Conglomerates,140894992.0,Revenue,0.21622811786359497,3/5,"(+14,+151,+10,-11,-5)",0.07016832336350576,,0.1460597945000892,0.23975000000000002,"DMC Global Inc. provides various products and engineered solutions for the construction, energy, and industrial processing markets worldwide. It operates through three segments: Arcadia Products, DynaEnergetics, and NobelClad. The Arcadia Products segment offers designed, engineered, fabricated, and finished aluminum framing systems, windows, curtain walls, storefronts, entrance systems, and other architectural components for use in commercial exteriors; and interior framing and partitions comprising framing systems, aluminum doors, sliding systems, and glazing systems. This segment also provi",
SCOR,"comScore, Inc.",Technology,Software - Application,101731504.0,Revenue,0.0008036819299215292,3/5,"(+3,+3,-1,-4,+0)",-0.14375685313658115,,0.14456053506650268,0.24244,"comScore, Inc. operates as an information and analytics company that measures audiences, consumer behavior, and advertising across media platforms in the United States, Europe, Latin America, Canada, and internationally. It provides Comscore TVNational that helps customers understand the performance of network advertising campaigns; Comscore TVLocal allows customers to understand consumer viewing patterns and characteristics; Media Metrix Multi-Platform and Mobile Metrix, which measure websites and applications on computers, smartphones, and tablets; Video Metrix that delivers measurement of",
CINT,CI&T Inc,Technology,Software - Infrastructure,439581184.0,EPS,0.19941894767358015,2/3,"(+11,-4,+61)",0.055472255724777764,,0.14394669194880239,0.40267000000000003,"CI&T Inc., together with its subsidiaries, provides strategy, design, and software engineering services in North America, Europe, Latin America, Asia Pacific, and worldwide. It is also involved in the development of customizable software through the implementation of software solutions, including machine learning, artificial intelligence, data analytics, cloud migration, and mobility technologies. The company offers business and digital strategy, working closely with clients to understand strategic objectives, organizational constraints, and market dynamics; customer-centered experience and de",
NCSM,"NCS Multistage Holdings, Inc.",Energy,Oil & Gas Equipment & Services,116765032.0,Revenue,0.135285348818182,2/2,"(+14,+13)",0.001288668534534132,,0.13399668028364786,0.08427,"NCS Multistage Holdings, Inc. provides engineered products and support services for oil and natural gas well completions and construction, and field development strategies in the United States, Canada, and internationally. The company provides fracturing systems, which include casing-installed sliding sleeves, downhole frac isolation assemblies, and sand jet perforating products, as well as enhanced recovery products, such as sliding sleeve and Terrus system, an injection control device; repeat precision products comprising composite and dissolvable frac plugs and bridge plugs, setting tools, ",
MAKO,Mako Mining Corp,Basic Materials,Gold,710587072.0,EPS,0.21644039911468016,1/2,"(-220,?,+170)",0.08526297799510552,,0.13117742111957464,0.24276,"Mako Mining Corp. engages in mineral exploration and exploitation activities in Nicaragua, the United States, and Guyana. The company explores for gold and silver deposits. Its primary asset is its 100%-owned San Albino mine comprising the San Albino and the Las Conchitas gold deposits, which consist of five mineral concessions covering an area of approximately 22,422 hectares located within the San Albino-Murra Property in Nueva Segovia, Nicaragua. The company was formerly known as Golden Reign Resources Ltd. and changed its name to Mako Mining Corp. in November 2018. Mako Mining Corp. was in",
YDDL,One and One Green Technologies.,Industrials,Waste Management,207889264.0,EPS,0.22311686598144753,2/2,"(+27,+17)",0.09457654234781931,,0.12854032363362822,0.09428,"One and one Green Technologies. Inc, a waste materials and scrap metal recycling company, engages in the recycling, production, and trading of recycled scrap metals in the Philippines. It offers copper alloy ingots, brass alloy ingots, aluminum scrapes, and plastic beads, as well as recycled aluminum, tin, zinc, and iron. The company was founded in 2014 and is based in San Rafael, Philippines. One and one Green Technologies. Inc is a subsidiary of One and one International Limited.",
SPIR,"Spire Global, Inc.",Industrials,Specialty Business Services,817200832.0,Revenue,0.20222866733461853,4/5,"(+52,+85,+32,+4,-35)",0.07434825685684676,,0.12788041047777177,0.129,"Spire Global, Inc. provides subscription-based data, insights, predictive analytics, and related project-based services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company offers Space Reconnaissance service, a mission-critical insights support defense, intelligence, and national security operations; Aviation service, a satellite-based aircraft tracking data to power applications; Weather and Climate, a space-based data, AI-powered insights, and predictive weather analytics; and Space Services solutions includes space-as-a- service, which delivers and develops i",
TATT,TAT Technologies Ltd.,Industrials,Aerospace & Defense,484985088.0,Revenue,0.2816537803346757,3/3,"(+35,+34,+17)",0.1577821076377135,,0.1238716726969622,0.09326000000000001,"TAT Technologies Ltd., together with its subsidiaries, provides solutions and services to the commercial and military aerospace and ground defense industries in the United States, Israel, and internationally. The company operates through four segments: Original Equipment Manufacturing (OEM) of Heat Transfer Solutions and Aviation Accessories; Maintenance, Repair, and Overhaul (MRO) Services for Heat Transfer Components and OEM of Heat Transfer Solutions; MRO Services for Aviation Components; and Overhaul and Coating of Jet Engine Components. It designs, develops, and manufactures various heat ",
TWIN,"Twin Disc, Incorporated",Industrials,Specialty Industrial Machinery,232928656.0,Revenue,0.15454702551782784,1/1,(+15),0.031575128209257564,,0.12297189730857028,0.35902999999999996,"Twin Disc, Incorporated engages in the design, manufacture, and sale of marine and heavy duty off-highway power transmission equipment in the United States, the Netherlands, China, Australia, Finland, Italy, and internationally. The company operates in two segments, Manufacturing and Distribution. It offers marine transmissions, azimuth drives, surface drives, propellers, and boat management systems, as well as power-shift transmissions, hydraulic torque converters, power take-offs, industrial clutches, and controls and braking systems. The company also provides third-party manufactured produc",
TG,Tredegar Corporation,Industrials,Metal Fabrication,268716704.0,Revenue,0.16054861464058878,1/1,(+16),0.039328367800003594,,0.12122024684058519,0.26313,"Tredegar Corporation, through its subsidiaries, manufactures and sells aluminum extrusions, and polyethylene and polypropylene plastic films in the United States and internationally. It operates through Aluminum Extrusions and High performance films segments. The Aluminum Extrusions segment produces soft and medium strength alloyed, custom fabricated, and finished aluminum extrusions for the building and construction, automotive and transportation, consumer durable goods, machinery and equipment, electrical and renewable energy, and distribution markets; and manufactures mill, machined, anodiz",
VTS,"Vitesse Energy, Inc.",Energy,Oil & Gas E&P,759166144.0,Revenue,0.2302307221225881,4/5,"(+73,+68,-17,+3,+13)",0.11055182955165255,,0.11967889257093556,0.25387,"Vitesse Energy, Inc., together with its subsidiaries, engages in the acquisition, development, and production of non-operated oil and natural gas properties in the United States. The company acquires and owns non-operated working interest and royalty interest ownership in the Williston Basin properties covering 53,301 net acres located in North Dakota and Montana. It also owns non-operated interests in the Central Rockies properties located in Colorado and Wyoming. The company was founded in 2014 and is based in Greenwood Village, Colorado.",
VRTS,"Virtus Investment Partners, Inc",Financial Services,Asset Management,962626496.0,EPS,0.14789474752568088,3/5,"(+160,-40,+14,-5,+18)",0.029353204015028167,,0.11854154351065271,0.47989,"Virtus Investment Partners, Inc. is a publicly owned investment manager. The firm primarily provides its services to individual and institutional clients. It launches separate client focused equity and fixed income portfolios. The firm launches equity, fixed income, and balanced mutual funds for its clients. It invests in the public equity, fixed income, and real estate markets. The firm also invests in exchange traded funds. It employs a multi manager approach for its products. The firm employs quantitative analysis to make its investments. It benchmarks the performance of its portfolios agai",
PNRG,PrimeEnergy Resources Corporati,Energy,Oil & Gas E&P,407080704.0,Revenue,0.2647435053495384,3/5,"(+24,+117,-15,+79,-20)",0.15436472620645825,,0.11037877914308014,0.371,"PrimeEnergy Resources Corporation, through its subsidiaries, engages in acquisition, development, and production of oil and natural gas properties in the United States. The company owns leasehold, mineral, and royalty interests in producing and non-producing oil and gas properties; and operates wells and owns non-operating interests and royalties. It also acquires producing oil and gas properties through joint ventures with industry partners; and provides contract services to third parties, including well-servicing support operations, site-preparation, and construction services for oil and gas",
ULBI,Ultralife Corporation,Industrials,Electrical Equipment & Parts,106436112.0,Revenue,0.12156934875462566,4/5,"(-9,+34,+20,+4,+16)",0.011930828440085195,,0.10963852031454047,0.39102,"Ultralife Corporation, together with its subsidiaries, designs, manufactures, installs, and maintains power, and communication and electronics systems worldwide. The company operates in two segments, Battery & Energy Products and Communications Systems. The Battery & Energy Products segment offers lithium 9-volt, cylindrical, thin lithium manganese dioxide, rechargeable, and other non-rechargeable batteries; lithium-ion cells, multi-kilowatt module lithium-ion battery systems, and uninterruptable power supplies; and rugged military and commercial battery charging systems and accessories, inclu",
ASUR,Asure Software Inc,Technology,Software - Application,251251104.0,Revenue,0.13355422448464016,4/5,"(+15,-10,+16,+26,+24)",0.02656036135095774,,0.10699386313368242,0.37770000000000004,"Asure Software, Inc. engages in the provision of cloud-based Human Capital Management (HCM) software solutions in the United States. It provides its human resources (HR) tool as Software-as-a-Service that helps various small and medium-sized businesses to build a productive workforce to help them stay compliant and allocate resources to grow their business. The company offers a comprehensive suite of HCM tools through its Asure HCM platform, which includes payroll and tax filing, HR management tools, time and attendance software, recruiting, and benefits administration. It provides technology-",
HOUR,"Hour Loop, Inc.",Consumer Cyclical,Internet Retail,72910552.0,Revenue,0.2980302337421077,5/5,"(+62,+53,+38,+5,+3)",0.19835703803920635,,0.09967319570290134,0.36307,"Hour Loop, Inc., an online retailer, engages in e-commerce retailing business in the United States. It sells products in various categories, including home/garden décor, toys, kitchenware, apparel, and electronics. The company sells its products through hourloop.com, as well as third-party marketplaces, including Amazon, Walmart, eBay, and Etsy. Hour Loop, Inc. was founded in 2013 and is headquartered in Redmond, Washington.",
HTD,John Hancock Tax Advantaged Div,Financial Services,Asset Management,895007872.0,EPS,0.1276338984059564,0/1,"(-115,?,?)",0.029207219836823395,,0.09842667856913301,0.46503,"John Hancock Tax-Advantaged Dividend Income Fund is a closed ended equity mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management and Analytic Investors, LLC. The fund invests in the public equity markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors, with an emphasis on the utilities sector. The fund primarily invests in dividend-paying common and preferred stocks of companies which have dividends that qualify for a more favorable long-term capital gains tax rate. It in",
NCMI,"National CineMedia, Inc.",Communication Services,Advertising Agencies,280787584.0,Revenue,0.2188746030924722,4/5,"(+27,+117,-34,+46,+1)",0.12080142406599226,,0.09807317902647994,0.06468,"National CineMedia, Inc., through its subsidiary, National CineMedia, LLC, operates cinema advertising network in North America. The company engages in the sale of advertising to national, regional, and local businesses in Noovie, a cinema advertising and entertainment show seen on movie screens; and sells advertising on its Lobby Entertainment Network, a series of strategically placed screens located in movie theater lobbies, as well as other forms of advertising and promotions in theatre lobbies. It also sells digital advertising, including through NCM Boost, a data, insights and analytics p",
RNGR,"Ranger Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,386958048.0,Revenue,0.2383473156990661,3/5,"(+56,+108,+5,-10,-4)",0.14522529740464374,,0.09312201829442235,0.21105000000000002,"Ranger Energy Services, Inc. provides onshore high specification well service rigs, wireline services, and complementary services to exploration and production companies in the United States. It operates through three segments: High Specification Rigs, Wireline Services, and Processing Solutions and Ancillary Services. The High Specification Rigs segment offers well service rigs and complementary equipment and services to facilitate operations throughout the lifecycle of a well; and well maintenance services. This segment has a fleet of 431 well service rigs. The Wireline Services segment prov",
EVG,Eaton Vance Short Diversified I,Financial Services,Asset Management,143854320.0,EPS,0.1278978210980064,1/2,"(-244,?,+65)",0.04274542915232704,,0.08515239194567936,0.19584,"Eaton Vance Short Duration Diversified Income Fund is a closed ended fixed income mutual fund launched and managed by Eaton Vance Management. The fund invests in fixed income markets of the United States. It primarily invests in senior, secured floating-rate loans, bank deposits denominated in foreign currencies, debt obligations of foreign governmental and corporate issuers, and mortgage-backed securities. The fund invests in fixed income securities operating across diversified sectors. It invests in fixed income securities with an average duration of 1.76 years and an average credit quality ",
PAYS,"Paysign, Inc.",Technology,Software - Infrastructure,376788128.0,Revenue,0.2773666915163977,5/5,"(+22,+29,+24,+24,+40)",0.1932756417575512,,0.08409104975884651,0.10761,"Paysign, Inc. provides prepaid card programs, patient affordability offerings, digital banking, life science software technology solutions, and integrated payment processing services for businesses, consumers, and government institutions in the United States. The company offers solutions for corporate rewards, prepaid gift cards, general-purpose reloadable debit cards, employee incentives, consumer rebates, donor compensation, clinical trials, healthcare reimbursement payments and pharmaceutical payment assistance, and demand deposit accounts accessible with a debit card and software solutions",
SPCB,"SuperCom, Ltd.",Industrials,Security & Protection Services,60372508.0,Revenue,0.1648605670753307,3/3,"(+51,+4,+1)",0.08388394245144815,,0.08097662462388255,0.47295000000000004,"SuperCom Ltd. provides traditional and digital identity, Internet of Things (IoT) and connectivity, and cyber security products and solutions in Africa, Europe, South and center America, the United States, Israel, and Asia Pacific. The company operates in three segments: e-Gov, IoT and Connectivity, and Cyber Security. It offers national ID registries, e-passports, biometric visas, automated fingerprint identification systems, digitized driver's licenses, and electronic voter registration and election management using MAGNA platform. The company also provides PureRF suite, a solution based on ",
SBC,SBC Medical Group Holdings Inco,Industrials,Consulting Services,317776480.0,EPS,0.09108945117996181,2/2,"(+14,+4)",0.020111651609099557,,0.07097779957086225,0.19195,"SBC Medical Group Holdings Incorporated, together with its subsidiaries, provides management services to cosmetic treatment centers in Japan, Vietnam, the United States, and Singapore. The company offers advertising and marketing services across social media networks; staff management services, such as recruitment and training; booking reservations for franchisee clinic customers; assistance with franchisee employee housing rentals; leasehold improvement services; and design services for clinics, medical equipment, and medical consumables procurement. It also provides loyalty program managemen",
IBTA,"Ibotta, Inc.",Technology,Software - Application,741773248.0,Revenue,0.17566534086491514,2/3,"(+52,+15,-7)",0.10585433055093385,,0.06981101031398129,0.10169,"Ibotta, Inc., a technology company, provides digital promotion services to clients in the United States. The company sources digital promotions from its clients primarily consumer packaged goods brands and distributes these promotions to consumers through its network of publishers enabled by Ibotta Performance Network (IPN), a technology platform. It offers promotional services through the IPN, including direct-to-consumer mobile, web, and browser extension properties, as well as third-party publisher properties. The company also provides display ads, tiles, sponsored offers, newsletters, and ",
TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,843664896.0,Revenue,0.08382405066465859,3/5,"(-23,-7,+12,+12,+67)",0.015129693275562905,,0.06869435738909568,0.13938,"Theravance Biopharma, Inc., a biopharmaceutical company, develops and commercializes medicines in the United States. It offers YUPELRI, an once-daily, nebulized long-acting muscarinic antagonist for the treatment of chronic obstructive pulmonary disease (COPD); and Ampreloxetine an investigational, once-daily norepinephrine reuptake inhibitor, Which is in Phase 3 clinical trials for symptomatic neurogenic orthostatic hypotension (nOH) in patients with Multiple System Atrophy (MSA). It has a strategic collaboration agreement with Viatris Inc. for the development and commercialization of revefen",
VHI,"Valhi, Inc.",Basic Materials,Chemicals,356608896.0,Revenue,0.023450965395987344,2/5,"(+24,-3,-14,+10,-1)",-0.044523277134795314,,0.06797424253078266,0.47064,"Valhi, Inc. engages in the chemicals, component products, and real estate management and development businesses in Europe, North America, the Asia Pacific, and internationally. The Chemicals segment produces and markets titanium dioxide pigments (TiO2), which are white inorganic pigments used in various applications by paint, plastics, paper, fibers and ceramics, decorative laminate, and paper manufacturers. This segment also provides TiO2 under the KRONOS name through agents and distributors. The Component Products segment manufactures mechanical and electrical cabinet locks, and other lockin",
ORMP,Oramed Pharmaceuticals Inc.,Healthcare,Biotechnology,167641328.0,Revenue,-0.058464303727237654,2/5,"(+0,-0,+0,-50,+49)",-0.12215148803891207,,0.06368718431167442,0.319,"Oramed Pharmaceuticals Inc. engages in the research and development of pharmaceutical solutions with a technology platform for the oral delivery of therapeutic proteins. It develops ORMD-0801, an oral insulin capsule, which is in phase III clinical trial for the treatment of individuals with diabetes. The company has license agreements with Oravax Medical Inc. to commercialize oral vaccines for COVID-19. Oramed Pharmaceuticals Inc. was incorporated in 2002 and is headquartered in New York, New York.",
CSHR,CoinShares PLC,Financial Services,Capital Markets,704365184.0,Revenue,0.001813746254021975,1/3,"(-43,-12,+100)",-0.060455854988157975,,0.06226960124217995,0.41949,"CoinShares PLC engages in the creating financial products with digital assets and blockchain technology business in Jersey. It operates through three segments: Asset Management, Capital Markets, and Principal Investments. The company offers CoinShares Physical, CoinShares Valkyrie, CoinShares XBT, and The Blockchain Global Equity Index products. It also provides hedge fund solutions, indices, venture services, and capital markets services. CoinShares PLC was incorporated in 2008 and is headquartered in Saint Helier, Jersey.",
TXO,"TXO Partners, L.P.",Energy,Oil & Gas E&P,743448128.0,Revenue,0.13429963201009776,2/4,"(+105,-20,-20,+27)",0.07888602854844318,,0.05541360346165458,0.45842,"TXO Partners, L.P., an oil and natural gas company, focuses on the acquisition, development, optimization, and exploitation of conventional oil, natural gas, and natural gas liquid reserves in North America. Its acreage positions are concentrated in the Permian Basin of West Texas and New Mexico; the San Juan Basin of New Mexico and Colorado; and the Williston Basin of Montana and North Dakota. TXO Partners, L.P. was formerly known as TXO Energy Partners, L.P. and changed its name to TXO Partners, L.P. in May 2023. The company was incorporated in 2012 and is based in Fort Worth, Texas.",
TRUP,"Trupanion, Inc.",Financial Services,Insurance - Property & Casualty,954197824.0,Revenue,0.234482616666027,5/5,"(+39,+29,+22,+16,+12)",0.18561247454879926,,0.04887014211722773,0.27695000000000003,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on subscription basis in the United States, Canada, Continental Europe, and Australia. The company operates in two segments, Subscription Business and Other Business. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. The company was founded in 2000 and is headquartered in Seattle, Washington.",
MFM,MFS Municipal Income Trust,Financial Services,Asset Management,219534192.0,EPS,0.24552069096940454,1/2,"(-381,?,+3700)",0.19714045880554787,,0.04838023216385667,0.45865,"MFS Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Municipal Income Trust was founded in November 25, 1986 and and is domiciled in United States.",
SD,"SandRidge Energy, Inc.",Energy,Oil & Gas E&P,563557248.0,Revenue,0.06341315069746045,3/5,"(+47,+51,-42,-16,+25)",0.016544258335981832,,0.04686889236147862,0.322,"SandRidge Energy, Inc. engages in the acquisition, development, and production of oil and natural gas in the United States Mid-Continent region. As of December 31, 2025, it holds interests in 1,446 gross (825 net) producing wells, and one active drilling rig. The company was incorporated in 2006 and is based in Oklahoma City, Oklahoma.",
GASS,"StealthGas, Inc.",Industrials,Marine Shipping,367357408.0,Revenue,0.042668780004880835,2/3,"(-6,+17,+4)",-0.003823852718955023,,0.04649263272383586,0.015,"StealthGas Inc., together with its subsidiaries, provides seaborne transportation services to liquefied petroleum gas (LPG) producers and users in Greece and internationally. The company's LPG carriers carry various petroleum gas products in liquefied form, including propane, butane, butadiene, isopropane, propylene, and vinyl chloride monomer, as well as ammonia. It also offers crude oil and natural gas. The company operates a fleet of 29 LPG carriers, including one JV vessel. StealthGas Inc. was incorporated in 2004 and is based in Athens, Greece.",
CERT,"Certara, Inc.",Healthcare,Health Information Services,806369088.0,Revenue,0.11454785829872938,5/5,"(+17,+17,+6,+9,+9)",0.0684986788427775,,0.04604917945595188,0.29955,"Certara, Inc., together with its subsidiaries, provides technology-driven services and software products for biosimulation in drug discovery, preclinical and clinical research, regulatory submissions, and market access in the Americas, Europe, the Middle East, Africa, and Asia Pacific. It offers model-informed drug development solutions; biosimulation solutions to predict pharmacokinetics and pharmacodynamics; Simcyp simulator, a mechanistic biosimulation platform for physiologically based pharmacokinetic simulation; Simcyp Discovery for scientists working on pre-investigational new drug and t",
CTKB,"Cytek Biosciences, Inc.",Healthcare,Medical Devices,513341760.0,Revenue,0.16763176644055489,5/5,"(+38,+28,+18,+4,+1)",0.12220986257287225,,0.045421903867682634,0.08388,"Cytek Biosciences, Inc., a cell analysis solutions company, provides cell analysis tools that facilitate scientific advances in biomedical research and clinical applications. The company offers Cytek aurora, northern lights systems, and Cytek aurora evo systems delivers cell analysis; Cytek Aurora CS System, a cellular complexity to perform additional downstream genomic and proteomic studies using phenotyping approaches; enhanced small particle detection; Cytek amnis imagestream imaging flow cytometers; Cytek guava muse cell analyzers; Cytek muse micro cell analyzers; Cytek guava easyCyte flow",
XPER,Xperi Inc.,Technology,Software - Application,373379712.0,Revenue,0.0356548905613745,3/5,"(+29,+3,+4,-5,-9)",-0.0051223098283887936,,0.04077720038976329,0.16579999999999998,"Xperi Inc. operates as a media and entertainment technology company worldwide. It offers Pay-TV solutions, including user experience solutions servicing Pay-TV operators; and electronic program guides, including TV listings navigation plus integrated video-on-demand and digital video recorder, as well as integrates broadband internet-delivered video directly into the consumer's primary video consumption platform to provide universal search, discovery, and consumption regardless of where the content originates. The company also provides TiVo IPTV Service, a cloud-based solution to set-top-boxes",
NL,"NL Industries, Inc.",Industrials,Security & Protection Services,348391328.0,Revenue,0.06683877335398059,3/5,"(+23,+18,-3,-10,+8)",0.027029503653466236,,0.03980926970051435,0.378,"NL Industries, Inc., through its subsidiaries, operates in the component products industry in Europe, North America, the Asia Pacific, and internationally. The company manufactures and sells mechanical and electronic cabinet locks and other locking mechanisms, including disc tumbler locks; pin tumbler locking mechanisms under KeSet, System 64, TuBar, and Turbine brands; and electronic locks under CompX eLock and StealthLock brands for use in various applications, such as mailboxes, ignition systems, file cabinets, desk drawers, tool storage cabinets, high security medical cabinetry, integrated",
SLP,"Simulations Plus, Inc.",Healthcare,Health Information Services,312174688.0,Revenue,0.1367308201593318,3/3,"(+11,+18,+13)",0.09861679712474114,,0.03811402303459066,0.38,"Simulations Plus, Inc. develops drug discovery and development software for modeling and simulation, and prediction of molecular properties utilizing artificial intelligence and machine learning based technology worldwide. It operates through Software and Services segments. The company offers GastroPlus, which predicts absorption, biopharmaceutics, pharmacokinetics, and pharmacodynamics in humans and animals; and DDDPlus and MembranePlus simulation products. It also provides products based on mechanistic and mathematical models, such as DILIsym, NAFLDsym, ILDsym, IPFsym, RENAsym, MITOsym, OBES",
PCYO,Pure Cycle Corporation,Utilities,Utilities - Regulated Water,242485328.0,EPS,0.14037357635025294,3/5,"(+196,-52,-52,+153,+13)",0.10405479682275764,,0.03631877952749529,0.05362,"Pure Cycle Corporation provides water and wastewater services in the United States. It operates in three segments: Water and Wastewater Resource Development, Land Development, and Single-Family Rental. The company engages in the wholesale water production, storage, treatment, and distribution systems; wastewater collection and treatment systems; development of land into master planned communities; and construction and leasing of single-family homes. It serves domestic, commercial, and industrial customers. Pure Cycle Corporation was incorporated in 1976 and is headquartered in Watkins, Colorad",
FT,Franklin Universal Trust,Financial Services,Asset Management,202060432.0,EPS,0.03151659438233945,0/1,"(-124,?,?)",-0.0013157974119138993,,0.032832391794253346,0.26353000000000004,"Franklin Universal Trust is a closed-ended balanced mutual fund launched by Franklin Resources, Inc. The fund is managed by Franklin Advisers, Inc. It invests in the public equity and fixed income markets of the United States. The fund invests in companies operating in utility sector. It employs fundamental analysis to invest in a diversified portfolio of corporate bonds and dividend paying utility stocks. The fund benchmarks the equity component of its balanced portfolio against the S&P 500 Electric Utilities Index and the fixed component against the Credit Suisse High Yield. Franklin Univers",
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,385537120.0,Revenue,0.06282019034172426,3/5,"(+58,+25,+7,-16,-24)",0.03028753885585589,,0.03253265148586837,0.43814,"MGP Ingredients, Inc. produces and supplies distilled spirits, branded spirits, and food ingredients worldwide. It operates in three segments: Distillery Solutions, Branded Spirits, and Ingredient Solutions. The Distillery Solutions segment processes corn and other grains, including rye, barley, wheat, barley malt, and milo into food grade alcohol and distillery co-products, such as dried distillers' grain; and offers food-grade alcohol for beverage applications, that include bourbon, rye, and other whiskeys, as well as grain neutral spirits, including vodka and gin. This segment also offers w",
