ticker,name,sector,industry,market_cap,metric_used,cagr_5yr,years_positive,yoy_sequence,implied_growth,finviz_5yr,gap,debt_equity,business_summary,reasons_skipped
LIEN,"Chicago Atlantic BDC, Inc.",Financial Services,Asset Management,226695168.0,Revenue,14.90460272160981,3/3,"(+99489,+79,+126)",0.005226903495873625,,14.899375818113937,0.17917000000000002,"Silver Spike Investment Corp., is a a business development company. It is a specialty finance company, focuses on investing across the cannabis ecosystem through investments in the form of direct loans to, and equity ownership of, privately held cannabis companies. It intends to partner with private equity firms, entrepreneurs, business owners, and management teams to provide credit and equity financing alternatives to support buyouts, recapitalizations, growth initiatives, refinancings, and acquisitions across cannabis companies, including cannabis-enabling technology companies, cannabis-rela",
AIFU,AIFU Inc.,Financial Services,Insurance Brokers,258036048.0,EPS,8.052298831764872,2/3,"(-61,+115456,+64)",-0.04028067281156533,,8.092579504576438,0.18417000000000003,"AIFU Inc., through its subsidiary, distributes insurance products in China. The company provides life and health insurance products, such as individual whole life, individual health, individual annuity, individual term life, individual endowment life, and participating insurance products; and non-life insurance products primarily includes individual accident, travel, homeowner, indemnity medical, commercial property, cargo, hull, liability, construction and erection, and extended warranty insurance products. It also provides value-added services; elderly care services; healthcare services; and",
NAZ,Nuveen Arizona Quality Municipa,Financial Services,Asset Management,163451152.0,EPS,3.96655480858378,0/1,"(-5600,?)",0.13144107513933756,,3.8351137334444423,0.039,"Nuveen Arizona Quality Municipal Income Fund is a closed ended fixed income mutual fund launched by Nuveen Investments, Inc. The fund is managed by Nuveen Asset Management, LLC. It invests in the fixed income markets of Arizona. The fund invests in municipal securities and other related investments the income, exempt from regular federal and Arizona income taxes that are rated Baa or BBB or better and having an average maturity of 18.66 years. It employs fundamental analysis with bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio agai",
CRMD,CorMedix Inc.,Healthcare,Biotechnology,633883392.0,Revenue,3.0579900552524153,2/5,"(-16,-20,-66,+66363,+617)",-0.04847003964005314,,3.1064600948924683,0.3373,"CorMedix Inc., a biopharmaceutical company, focuses on developing and commercializing therapeutic products for life-threatening diseases and conditions in the United States. Its lead product candidate is DefenCath, an antimicrobial catheter lock solution to reduce the incidence of catheter-related bloodstream infections in adult patients with kidney failure. CorMedix Inc. was formerly known as Picton Holding Company, Inc. and changed its name to CorMedix, Inc. in January 2007. The company was incorporated in 2006 and is based in Parsippany, New Jersey.",
DHF,Dreyfus High Yield Strategies F,Financial Services,Asset Management,176603648.0,Revenue,3.023349687818178,0/2,"(-8222,?,-34)",0.06009344358150326,,2.9632562442366748,0.36436,"BNY Mellon High Yield Strategies Fund is a closed ended fixed income mutual fund launched and managed by BNY Mellon Investment Adviser, Inc. The fund invests in the fixed income markets of the United States. It primarily invests in fixed income securities of below investment grade quality, including securities of companies at early stages of development and companies with a highly leveraged financial structure. The fund benchmarks the performance of its portfolio against the BofA Merrill Lynch U.S High Yield Master II Constrained Index. It was formerly known as Dreyfus High Yield Strategies Fu",
GEVO,"Gevo, Inc.",Basic Materials,Specialty Chemicals,433272160.0,Revenue,3.1662090803491596,3/4,"(+120,+1364,-2,+849)",0.3792504020644394,,2.78695867828472,0.37438000000000005,"Gevo, Inc. operates as a carbon abatement company. It operates in four segments: Gevo, GevoFuels, GevoRNG, and GevoND. The company offers sustainable aviation fuel, motor fuels, and chemicals and materials; certain specialty fuels, on-road fuels, and certain products for the food chain comprising protein and feeds; hydrocarbons for gasoline, racing fuel blend stocks, and diesel fuel; ethylene and butenes; plastics and materials; and renewable natural gas, isobutanol, and isooctane. It is also involved in development, construction, and operation of Alcohol-to-Jet projects; provision of GevoRNG,",
FUBO,fuboTV Inc.,Communication Services,Broadcasting,286997056.0,Revenue,2.280551586648919,5/5,"(+4998,+193,+58,+36,+19)",-0.08249867201683936,,2.3630502586657585,0.15376,"FuboTV Inc. operates as a live TV streaming company. It focuses on the provision of sports, news, and entertainment program. The company owns Hulu + Live TV for entertainment; Fubo for sports; and Molotov for entertainment and sports. FuboTV Inc. is headquartered in New York, New York. FuboTV Inc. operates as a subsidiary of The Walt Disney Company.",
BKKT,"Bakkt, Inc.",Technology,Software - Infrastructure,538024704.0,Revenue,2.008782915501261,3/4,"(+91,+1232,+373,-32)",0.06867532654264163,,1.9401075889586195,0.046,"Bakkt, Inc. engages in digital building financial infrastructure. The company offers Bakkt Market solutions which enables institutions to launch secure, compliant, and advanced digital asset brokerage, trading and payment capabilities through a plug-and-play platform; Bakkt Agent provides programmable access to Bakkt's financial infrastructure through an intelligent software layer that coordinates onboarding, account creation, funding, and global money movement; and Bakkt Global enables Bakkt to expand its technology and infrastructure into international markets through strategic investments i",
AWF,Alliancebernstein Global High I,Financial Services,Asset Management,882991872.0,EPS,1.9876031643714431,0/2,"(-2033,?,-45)",0.06439803845776004,,1.923205125913683,0.474,"AllianceBernstein Global High Income Fund is a close-ended fixed income mutual fund launched and managed by AllianceBernstein L.P. It invests in fixed income markets across the globe. The fund primarily invests in lower-rated corporate debt securities and government bonds. It employs a combination of fundamental and quantitative analysis to create its portfolio. The fund benchmarks the performance of its portfolio against a composite index comprised of JPMorgan Government Bond Index-Emerging Markets, JPMorgan Emerging Markets Bond Index Global, and the Barclays U.S. Corporate High Yield 2% Iss",
OPRX,OptimizeRx Corporation,Healthcare,Health Information Services,94294512.0,Revenue,1.8935972783765438,2/3,"(-77,+8888,+19)",0.07951147516442414,,1.8140858032121197,0.18297999999999998,"OptimizeRx Corporation operates as a digital healthcare technology company. It offers Dynamic Audience Activation Platform, which generates dynamic audiences with predictive analytics through machine learning methods; Micro-Neighborhood Targeting, which creates consumer audiences using a privacy-first process; Profiler, which provides insights into its customers' target consumers; banner messages, including brand messaging, therapeutic support messaging, affordability messaging, limited distribution drug information, and patient support program messaging through healthcare professionals; and m",
DMB,Dreyfus Municipal Bond Infrastr,Financial Services,Asset Management,198416368.0,EPS,1.9814239699997196,0/1,"(-1856,?)",0.17832818260333005,,1.8030957873963895,0.20577,"BNY Mellon Municipal Bond Infrastructure Fund, Inc. is a closed ended fixed income mutual fund launched and managed by BNY Mellon Investment Adviser, Inc. The fund invests in the fixed income markets of the United States. It primarily invests in the tax-exempt investment grade debt obligations issued by or on behalf of states, territories and possessions of the United States and the District of Columbia and their political subdivisions, agencies and instrumentalities, or multistate agencies or authorities, and certain other specified securities. The fund invests its bonds issued by infrastruct",
REPX,"Riley Exploration Permian, Inc.",Energy,Oil & Gas E&P,827919552.0,Revenue,1.6432316615940543,4/5,"(+4872,+113,+17,+9,-4)",0.07449904402434071,,1.5687326175697136,0.43487000000000003,"Riley Exploration Permian, Inc., an independent oil and natural gas company, engages in the acquisition, exploration, development, and production of oil, natural gas, and natural gas liquids in Texas and New Mexico. Its acreage is primarily located on contiguous blocks in Yoakum County, Texas; and oil and natural gas properties in the Yeso trend of the Permian Basin in Eddy County, New Mexico. The company is headquartered in Oklahoma City, Oklahoma.",
FEIM,"Frequency Electronics, Inc.",Technology,Communication Equipment,659310656.0,EPS,1.8173932773176427,1/2,"(-600,?,+317)",0.2937555443215083,,1.5236377329961344,0.13495,"Frequency Electronics, Inc., together with its subsidiaries, engages in the design, development, manufacture, marketing, and sale of precision time and frequency control products and components for microwave integrated circuit applications. The company operates through two segments, FEI-NY and FEI-Zyfer. The FEI-NY segment offers precision time and frequency control products for communication satellites, terrestrial cellular telephone or other ground-based telecommunication stations; and other components and systems for the U.S. military. This segment also provides design and technical support",
PHOE,Phoenix Asia Holdings Limited,Industrials,Engineering & Construction,366984000.0,EPS,2.0096597551221316,1/1,(+201),0.5428944329795138,,1.4667653221426178,0.233,"Phoenix Asia Holdings Limited provides substructure works services in Hong Kong. The company undertakes site formation, such as clearance of construction site, demolition of existing structures, and reduction and stabilization of existing slopes; ground investigation comprising of assessing ground condition by drilling and conducting tests; and foundation works, including excavation and lateral support works, pile caps construction, earth works, structural steel works, underground drainage works, and demolition works. It also provides construction services, such as structural steel works; and ",
VLT,Invesco High Income Trust II,Financial Services,Asset Management,68042488.0,EPS,1.4244037929199393,1/2,"(-1562,?,+8)",0.0850073764412258,,1.3393964164787135,0.43482,"Invesco High Income Trust II is a closed ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc, INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Hong Kong Limited, INVESCO Senior Secured Management, Inc., and Invesco Canada Ltd. It invests in the fixed income markets. The fund seeks to invest in securities rated between BB and C by Standard and Poor's. It seeks to maintain an average duration of around three to four years for its portfolio. The fund benchmarks the per",
HOFT,Hooker Furnishings Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",143501968.0,Revenue,1.3369284895890265,1/1,(+134),0.048771414675657265,,1.2881570749133693,0.16625,"Hooker Furnishings Corporation, together with its subsidiaries, designs, manufactures, imports, and markets residential household, hospitality and contract furniture, lighting, accessories, and home décor products in North America. It operates through Hooker Branded, Domestic Upholstery, and All Other segments. The Hooker Branded Segment includes two businesses, such as Hooker Casegoods that provides various design categories, including home entertainment, home office, accent, and dining and bedroom furniture under the Hooker Furniture brand; and Hooker Upholstery which imports upholstered fur",
VTN,Invesco Trust for Investment Gr,Financial Services,Asset Management,158879296.0,EPS,1.4384994805366564,0/2,"(-7700,?,-66)",0.18278322982072748,,1.255716250715929,0.47396,"Invesco Trust for Investment Grade New York Municipals is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management (Japan) Limited, INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, Invesco Canada Ltd., Invesco Hong Kong Limited, and INVESCO Senior Secured Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade New York municipal securities which include municipal bonds, municipal notes, municipal commercial paper, an",
LGCL,Lucas GC Limited,Technology,Software - Application,78734344.0,EPS,1.1340771833040537,2/3,"(+129,+1997,-80)",-0.06588112854577655,,1.1999583118498303,0.30201,"Lucas GC Limited, through its subsidiaries, provides online agent-centric human capital management services based on platform-as-a-service (PaaS) in the People's Republic of China. It offers recruitment services, including flexible and permanent employment recruitment services through its Columbus and Star Career platforms; outsourcing services comprising IT-related services, such as construction of IT systems and development of module or software with specific functions; and other services that include information technology and training services. The company was founded in 2011 and is headqu",
EH,EHang Holdings Limited,Industrials,Aerospace & Defense,737975296.0,Revenue,1.112817874593591,2/3,"(+165,+288,-8)",0.0751540371626025,,1.0376638374309886,0.4064,"EHang Holdings Limited operates as an urban air mobility (UAM) technology platform company in the People's Republic of China, East Asia, West Asia, North America, South America, West Africa, and Europe. It designs, develops, manufactures, sells, and operates UAVs, as well as supporting systems and infrastructure for various industries and applications, including passenger transportation, logistics, smart city management, and aerial media solutions. The company's product portfolio includes EH216 series, the VT series, the Falcon B, and the GD series. It also offers airborne operating systems, i",
AII,American Integrity Insurance Gr,Financial Services,Insurance - Property & Casualty,334023392.0,EPS,0.9152542372881356,1/1,(+92),-0.05347653432732502,,0.9687307716154606,0.09885999999999999,"American Integrity Insurance Group, Inc., together with its subsidiaries, operates as an insurance company in the United States. The company offers personal residential property insurance for single-family homeowners and condominium owners, as well as coverage for vacant dwellings and investment properties. It also provides manufactured home, commercial residential, dwelling property, and specialty insurance products. In addition, the company offers optional endorsements that provide higher levels of standard coverage and optional coverage, such as personal injury, animal liability, identity r",
MCR,MFS Charter Income Trust,Financial Services,Asset Management,246795552.0,EPS,1.0,1/2,"(-1067,?,+89)",0.08052110709138427,,0.9194788929086157,0.33765,"MFS Charter Income Trust is a closed ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in the fixed income markets across the globe. It invests primarily in corporate bonds of U.S. or foreign issuers, U.S. Government securities, foreign government securities, mortgage-backed, and other asset-backed securities of U.S. or foreign issuers, or debt instruments of issuers located in emerging market countries. The fund employs a combination of fundamental and quantitative analysis with bottom-up stock picking approach to create its port",
GLOO,"Gloo Holdings, Inc.",Technology,Software - Application,466110688.0,Revenue,1.1086554324099223,2/2,"(+9,+308)",0.2500979914464898,,0.8585574409634324,0.28093,"Gloo Holdings, Inc. designs and develops a vertical technology platform for the faith and flourishing ecosystem. It offers its products and services to network capability providers (NCPs) and the churches and frontline organizations (CFLs). The company's platform includes Gloo Workspace, a subscription-based platform that includes a suite of AI-powered tools that equip customers to create content and communicate with their congregations and extend their ministry; Gloo 360, a solution for NCPs designed to modernize, operate, and transform core IT infrastructure; Gloo Media Network, a full-servi",
HRTG,"Heritage Insurance Holdings, In",Financial Services,Insurance - Property & Casualty,701134784.0,EPS,0.8048479798280306,2/3,"(-915,?,?,+16,+214)",-0.05272693721053501,,0.8575749170385656,0.19033999999999998,"Heritage Insurance Holdings, Inc., through its subsidiaries, provides personal and commercial residential insurance products. It offers personal residential insurance in Alabama, California, Connecticut, Delaware, Florida, Georgia, Hawaii, Maryland, Massachusetts, Mississippi, New Jersey, New York, North Carolina, Rhode Island, South Carolina, and Virginia; and commercial residential property insurance in Florida, Hawaii, New Jersey, and New York. 
The company also provides homeowners insurance, condo insurance, dwelling fire, equipment coverage, and artisan contractor program. It offers insur",
GRRR,Gorilla Technology Group Inc.,Technology,Software - Infrastructure,407617888.0,Revenue,0.6538021560399252,3/3,"(+189,+15,+36)",0.05076403956975861,,0.6030381164701666,0.07711,"Gorilla Technology Group Inc. provides solutions in security, network, business intelligence, and Internet of Things (IoT) technology in Taiwan and the United Kingdom. It operates through three segments: Video IoT, Security Convergence, and Other segments. The company offers building and office; policing; railway; road; port; airport; retail; healthcare infrastructure security; safe school and universities; and parking solution. Gorilla Technology Group Inc. is headquartered in London, the United Kingdom.",
HIPO,Hippo Holdings Inc.,Financial Services,Insurance - Property & Casualty,677454528.0,Revenue,0.5546424301264159,5/5,"(+77,+31,+75,+77,+26)",-0.005576442420897831,,0.5602188725473137,0.11478,"Hippo Holdings Inc., together with its subsidiaries, provides property and casualty insurance products to individuals and business customers primarily in the United States. The company provides a multi-carrier platform through owned and partner managing general agents (MGAs), serving as a licensed insurance carrier for MGAs and providing admitted and non-admitted (excess and surplus) paper, regulatory licenses, and reinsurance across multiple lines of business. The company also offers insurance products, including homeowners, renters, commercial multi-peril, casualty, and other specialty insur",
YTRA,"Yatra Online, Inc.",Consumer Cyclical,Travel Services,58158116.0,Revenue,0.5872027393082424,3/3,"(+92,+9,+90)",0.049710198929060034,,0.5374925403791824,0.11701,"Yatra Online, Inc. operates as an online travel company in India and internationally. It operates through Air Ticketing; Hotels and Packages; and Other Services segments. The company offers travel-related services, including domestic and international air ticketing, hotel bookings, homestays, holiday packages, bus ticketing, rail ticketing, cab bookings, and ancillary services for leisure and business travelers. It also provides various services, such as exploring and searching comprises web and mobile platforms that enable customers to explore and search flights, hotels, holiday packages, bus",
OSG,"Octave Specialty Group, Inc.",Financial Services,Insurance - Specialty,255677200.0,Revenue,0.5324261849075578,4/4,"(+18,+67,+79,+56)",0.004411467472337671,,0.5280147174352201,0.1137,"Octave Specialty Group, Inc., an insurance holding company, primarily engages in the specialty property and casualty insurance business in the United States and the United Kingdom. It operates in two segments, Specialty Property and Casualty Insurance; and Insurance Distribution. The Specialty Property and Casualty Insurance segment provides specialty property and casualty program insurance with a focus on commercial and personal liability risks. The Insurance Distribution segment offers property, niche specialty risk, accident and health, miscellaneous specialty, reinsurance, surety, marine a",
BRW,187480,Financial Services,Asset Management,288628736.0,EPS,0.5014231507587592,1/2,"(-162,?,+22)",-0.018116924437794557,,0.5195400751965538,0.17178000000000002,"Saba Capital Income & Opportunities Fund is a closed-ended balanced mutual fund launched by Voya Investment Management LLC. The fund is managed by Saba Capital Management, L.P. It invests in public equity and fixed income markets of the United States. The fund seeks to invest in securities of companies operating across diversified sectors. It primarily invests in floating rate secured senior loans, with an emphasis on top-tier, non-investment grade senior loans. The fund seeks to invest in loans with maturities of one to ten years. It benchmarks the performance of its portfolio against the S&P",
ERH,40135,Financial Services,Asset Management,105367680.0,EPS,0.4841638843159384,0/2,"(-373,?,-21)",-0.026082207215328168,,0.5102460915312665,0.24376,"Allspring Utilities and High Income Fund is a closed-ended balanced mutual fund launched and managed by Wells Fargo Funds Management LLC. It is co-managed by Crow Point Partners, LLC and Wells Capital Management Incorporated. The fund invests in the public equity and fixed income markets of the United States. It primarily invests in stocks of companies across all market capitalizations operating in utility sector including water, gas, electric, and telecommunications companies. For the fixed income component of its portfolio the fund seeks to invest in non-investment grade securities. Allsprin",
INR,"Infinity Natural Resources, Inc",Energy,Oil & Gas E&P,271429536.0,Revenue,0.48198105028800287,2/2,"(+62,+36)",-0.020882192089147433,,0.5028632423771503,0.40258000000000005,"Infinity Natural Resources, Inc. engages in the acquisition, exploration, and development of properties to produce crude oil, natural gas, and natural gas liquids in the United States. The company holds interests in the Utica Shale Oil covering an area of approximately 64,000 net surface acres located in Ohio; and the Marcellus Shale Dry Gas covering an area of approximately 34,000 net surface acres and the Utica Deep Dry Gas covering an area of 34,000 net acres situated in Pennsylvania. The company was founded in 2017 and is based in Morgantown, West Virginia.",
CTW,CTW,Communication Services,Electronic Gaming & Multimedia,149760000.0,EPS,0.7589651310111822,1/1,(+76),0.27674442873422067,,0.48222070227696157,0.25139,"CTW operates a web-based gaming platform in Japan and Singapore. The company offers an immersive digital space through its flagship HTML5 platform, G123.jp, which provides a selection of free-to-play games inspired by Japanese animations. It also engages in the provision of removing barriers to gameplay, including downloads, installations, and mandatory registrations through different types of devices comprising mobile devices and PCs. In addition, the company offers support to game developers, such as game distribution support, localization and translation of in-game content, and IP related d",
BANX,StoneCastle Financial Corp,Financial Services,Asset Management,190082672.0,EPS,0.48780231440679445,2/3,"(+279,-17,+5)",0.02286258186393275,,0.4649397325428617,0.1469,"ArrowMark Financial Corp. is a closed-end balanced mutual fund launched and managed by ArrowMark Asset Management, LLC. It invests in public equity and fixed income markets of global region. For its equity portion, the fund invests in stocks of companies operating across financials, banks sectors. It invests in growth and value stocks of companies across diversified market capitalization. For its fixed income portion, the fund invests in debt and subordinated debt, structured notes and securities, regulatory capital securities which are rated below investment grade. ArrowMark Financial Corp. w",
CAAS,"China Automotive Systems, Inc.",Consumer Cyclical,Auto Parts,138936080.0,EPS,0.4010196653276936,2/3,"(+92,+81,-21)",-0.060900878718361806,,0.4619205440460554,0.1931,"China Automotive Systems, Inc., through its subsidiaries, manufactures and sells automotive systems and components in the People's Republic of China, the United States, and internationally. The company produces rack and pinion power steering gears for cars and light-duty vehicles; integral power steering gears for heavy-duty vehicles; power steering parts for light duty vehicles; sensor modules; automobile steering systems and columns; and automobile electronics and systems and parts. It also provides automotive motors and electromechanical integrated systems; polymer materials; and intelligen",
ESEA,Euroseas Ltd.,Industrials,Marine Shipping,463218592.0,EPS,0.38929214546483415,2/3,"(+144,+12,-2)",-0.058555182071121314,,0.44784732753595546,0.46783,"Euroseas Ltd. provides ocean-going transportation services in Greece and internationally. The company owns and operates containerships that transport dry and refrigerated containerized cargoes, including manufactured products and perishables. As of April 15, 2026, it had a fleet of 21 containerships, including 15 Feeder containerships and 6 Intermediate containerships with a cargo of 61,144 TEU. Euroseas Ltd. is based in Marousi, Greece.",
NRDS,"NerdWallet, Inc.",Communication Services,Internet Content & Information,550406784.0,EPS,0.48042868994861343,1/2,"(-1011,?,?,?,+68)",0.03506012402790004,,0.4453685659207134,0.06692000000000001,"NerdWallet, Inc. operates a digital platform that provides financial guidance to consumers and small and mid-sized businesses (SMB) in the United States, the United Kingdom, Australia, and Canada. It offers editorial and content publishing, a consumer and SMB financial education, tools, calculators, guides, and research published under the NerdWallet brand; Marketplace And Referral Services, a tool that enable users to compare, pre-qualify for, or connect with third-party providers of credit cards, consumer loans, small business loans, insurance, mortgages, financial services, and related prod",
PAL,"Proficient Auto Logistics, Inc.",Industrials,Integrated Freight & Logistics,139683472.0,Revenue,0.48984112758536713,3/3,"(+4,+77,+79)",0.04771180776984907,,0.44212931981551806,0.26671,"Proficient Auto Logistics, Inc. provides auto transportation and logistics services in North America. The company operates through Company Drivers and Subhaulers segments. It primarily focuses on transporting and delivering finished vehicles from automotive production facilities, marine ports of entry, and rail yards to auto dealerships. The company also owns and operates approximately 800 auto transport vehicles and trailers. It serves auto companies, electric vehicle producers, auto dealers, auto auctions, rental car companies, and auto leasing companies. The company was formerly known as AH",
BOW,Bowhead Specialty Holdings Inc.,Financial Services,Insurance - Property & Casualty,930958336.0,EPS,0.5011811028502029,3/3,"(+121,+24,+23)",0.09623217184293265,,0.40494893100727025,0.32476,"Bowhead Specialty Holdings Inc. provides commercial specialty property and casualty insurance products in the United States. It underwrites casualty insurance solutions for risks in the construction, distribution, heavy manufacturing, real estate, and hospitality segments; professional liability insurance solutions, including directors and officers liability, errors and omissions liability, employment practices liability, fiduciary liability, fidelity liability and miscellaneous professional liability, crime insurance, and cyber for financial institutions; and healthcare solutions for hospital",
LFMD,"LifeMD, Inc.",Healthcare,Health Information Services,206507920.0,Revenue,0.39077691181756324,5/5,"(+149,+28,+28,+1,+25)",0.027036191759404415,,0.36374072005815883,0.41052,"LifeMD, Inc. operates as a direct-to-patient telehealth company, engages in the provision of patients access to virtual medical care and pharmacy services in the United States. It offers telehealth platform comprising Rex MD, a men's telehealth platform that provides virtual diagnosis, treatment, and prescription medications for men's health conditions, including erectile dysfunction, premature ejaculation, hair loss, insomnia, weight loss, and performance anxiety; and ShapiroMD that provides virtual medical treatment, prescription medications, patented doctor formulated OTC products, topical ",
ETD,Ethan Allen Interiors Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",502819680.0,EPS,0.4267353705427588,3/5,"(+597,+71,+2,-40,-19)",0.06821694529116407,,0.3585184252515947,0.25539,"Ethan Allen Interiors Inc. operates as an interior design company, and manufacturer and retailer of home furnishings in the United States and internationally. The company operates through two segments, Wholesale and Retail. It offers case goods items, such as beds, dressers, armoires, tables, chairs, buffets, entertainment units, home office furniture, and wooden accents; upholstery comprising fabric-covered items, such as sleepers, recliners and other motion furniture, chairs, ottomans, custom pillows, sofas, loveseats, cut fabrics, and leather; and window treatments and drapery hardware, wal",
TTGT,"TechTarget, Inc.",Technology,Information Technology Services,347760288.0,Revenue,0.3517292520232449,3/3,"(+28,+13,+71)",-0.0063458908505128475,,0.35807514287375775,0.25734999999999997,"TechTarget, Inc. provides sales and support of purchase intent-driven advertising campaigns in North America, the United Kingdom, and internationally. The company offers intelligence and advisory solutions, such as research and intelligence services to technology providers based on analysis and data-driven intelligence and reports under the Omdia brand; and advisory services based on its sector-specialist analysts and data-driven market intelligence. It also provides brand and content solutions, including editorial, data-driven brand products, and content marketing services for brand marketers",
VITL,"Vital Farms, Inc.",Consumer Defensive,Farm Products,427199104.0,EPS,0.39765423754315843,3/5,"(-78,-50,+1867,+100,+22)",0.04138638568828479,,0.35626785185487364,0.16390000000000002,"Vital Farms, Inc., a food company, packages, markets, and distributes shell eggs, butter, and other products in the United States. The company produces products sourced from animals raised on family farms, including shell eggs, stick butter, hard-boiled eggs, and liquid whole eggs under the Vital Farms brand and other trade names. It offers its products through third parties and direct to retailers, and commercial and non-commercial foodservice operators. The company was founded in 2007 and is headquartered in Austin, Texas.",
LSE,"Leishen Energy Holding Co., Ltd",Energy,Oil & Gas Equipment & Services,81209248.0,EPS,0.5960230902841821,2/2,"(+23,+107)",0.24108144324059322,,0.3549416470435889,0.08309,"Leishen Energy Holding Co., Ltd., through its subsidiaries, provides clean-energy equipment and integrated solutions for the oil and gas industry in the People's Republic of China, Central Asia, and Southeast Asia. It operates through four segments: Clean-Energy Equipment; New Energy Production and Operation; Digitalization and Integration Equipment; and Oil and Gas Engineering Technical Services. The company offers clean-energy equipment, including reciprocating compressor units, expansion units, wellhead heating systems (electromagnetic/solar energy), wellhead safety control systems, oil-wat",
RIGL,"Rigel Pharmaceuticals, Inc.",Healthcare,Biotechnology,536837824.0,Revenue,0.22059048586926688,3/5,"(+37,-19,-3,+53,+64)",-0.12697424680457559,,0.34756473267384247,0.11433,"Rigel Pharmaceuticals, Inc., a biotechnology company, develops and provides therapies that enhance the lives of patients with hematologic disorders and cancer in the United States. The company offers TAVALISSE, an oral spleen tyrosine kinase inhibitor for the treatment of adult patients with chronic immune thrombocytopenia; REZLIDHIA, a non-intensive monotherapy to treat adult patients with relapsed or refractory (R/R) acute myeloid leukemia (AML) with a susceptible isocitrate dehydrogenase-1 (IDH1) mutation as detected by an FDA-approved test; and GAVRETO, a once daily, small molecule, oral, ",
LGCY,Legacy Education Inc.,Consumer Defensive,Education & Training Services,138223520.0,EPS,0.4516001023501124,2/2,"(+89,+11)",0.10736160461023903,,0.34423849773987336,0.3135,"Legacy Education Inc. provides education services to students, high school graduates, and working parents in the United States. The company offers degree programs, including Ultrasound Technician, Cardiac Sonography, and Vocational Nursing Associate of Applied Science degree, Associate Degree of Nursing; and diploma, avocational, and certificate programs, such as  Clinical Medical Assisting, Dental Assisting, Medical Administrative Assisting, Medical Billing and Coding, Pharmacy Technician, Veterinary Assistant, Vocational Nursing, Phlebotomy Technician, Magnetic Resonance Imaging, Nursing Ass",
GF,"New Germany Fund, Inc. (The)",Financial Services,Asset Management,189628640.0,EPS,0.2847709433752492,0/2,"(-1203,?,-12)",-0.05621929736677167,,0.3409902407420209,0.13187,"The New Germany Fund Inc. is a closed ended equity mutual fund launched by Deutsche Investment Management Americas Inc. The fund is managed by Deutsche Asset Management International GmbH. It invests in the public equity markets of Germany. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in stocks of small and mid cap companies. The fund benchmarks the performance of its portfolio against the Midcap Market Performance Index. The New Germany Fund Inc. was formed on January 16, 1990 and is domiciled in Germany.",
OIA,Invesco Municipal Income Opport,Financial Services,Asset Management,287989760.0,EPS,0.49831460532227134,0/2,"(-845,?,-20)",0.16774299331000764,,0.3305716120122637,0.43284,"Invesco Municipal Income Opportunities Trust is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, INVESCO Asset Management (Japan) Limited, Invesco Hong Kong Limited, INVESCO Senior Secured Management, Inc., and Invesco Canada Ltd. It invests in the fixed income markets of the United States. The fund primarily invests in municipal bonds rated BB or better by Standard & Poor's or Ba or better by Moody's. It employs fundamental analysis with bottom-up secu",
ALTI,"AlTi Global, Inc.",Financial Services,Asset Management,541275648.0,Revenue,0.35468410981958676,3/4,"(+2,+188,-10,+29)",0.024913073017897247,,0.3297710368016895,0.08592000000000001,"AlTi Global, Inc. provides wealth and asset management services in France, Hong Kong, Italy, Portugal, Singapore, Switzerland, the United Kingdom, the United States, the United Kingdom, and internationally. The company offers discretionary investment management and non-discretionary investment advisory services. Its trust services include creating or modifying trust instruments and acts as fiduciary. In addition, the company offers family office and administrative services comprising bookkeeping and back office, private foundation management and grant making, oversight of trust administration,",
SRG,Seritage Growth Properties,Real Estate,Real Estate Services,138840160.0,Revenue,0.15681580660713745,4/5,"(+252,+137,+134,-90,+7)",-0.15025190503635644,,0.3070677116434939,0.16149999999999998,"Seritage Growth Properties was principally engaged in the ownership, development, redevelopment, management, sale and leasing of diversified retail and mixed-use properties throughout the United States. As of March 31, 2026, the Company's portfolio consisted of interests in 10 properties comprised of approximately 0.8 million square feet of gross leasable area or build-to-suit leased area and 154 acres of land. The portfolio encompasses five consolidated properties consisting of approximately 0.3 million square feet of GLA and 71 acres (such properties, the Consolidated Properties) and five un",
