Date,Open,High,Low,Close,Volume,ChangePct
2024-08-01,552.57,564.2,510.27,563.68,1240000000.0,0.023399999999999997
2024-09-01,560.47,574.71,539.44,573.76,1050000000.0,0.0179
2024-10-01,573.4,586.12,565.27,568.64,976130000.0,-0.0089
2024-11-01,571.32,603.35,567.89,602.55,901840000.0,0.0596
2024-12-01,602.97,609.07,580.91,586.08,1060000000.0,-0.0273
2025-01-01,589.39,610.78,575.35,601.82,995610000.0,0.0269
2025-02-01,592.67,613.23,582.44,594.18,871640000.0,-0.0127
2025-03-01,596.18,597.34,546.87,559.39,1500000000.0,-0.058600000000000006
2025-04-01,557.45,567.42,481.8,554.54,2240000000.0,-0.0087
2025-05-01,560.37,595.54,556.04,589.39,1400000000.0,0.06280000000000001
2025-06-01,587.76,619.22,585.06,617.85,1500000000.0,0.0483
2025-07-01,616.36,639.85,615.52,632.08,1480000000.0,0.023
2025-08-01,626.3,649.48,619.29,645.05,1420000000.0,0.020499999999999997
2025-09-01,637.5,667.34,634.92,666.18,1610000000.0,0.032799999999999996
2025-10-01,663.17,689.7,652.84,682.06,1780000000.0,0.023799999999999998
2025-11-01,685.67,685.8,650.85,683.39,1660000000.0,0.002
2025-12-01,678.81,691.66,671.2,681.92,1660000000.0,-0.0022
2026-01-01,685.64,693.96,679.87,689.58,285780000.0,0.011200000000000002
